"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"KYLP-PL","Kuan Yin in Lordly Pose Card","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum&sbquo;' or 'Hail the Jewel (or pearl) in the Lotus.'","KYLP-PL","
Greeting Card With White Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.2","","994","deny","manual","3","","1","1","","KY-LP-A41.jpg","","","","KY-LP-B.jpg","lb","","","",""
"KY-MN-PL","Kuan Yin Under Full Moon Card","Kuan Yin Under The Full Moon Card","KY-MN-PL","
Greeting Card With Matching Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother.","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.2","","989","deny","manual","3.5","","1","1","","KY-MN657.jpg","","","","KY-MN-B179.jpg","lb","","","",""
"KY-ROY-PL","Kuan Yin in Royal Ease Card","Kuan Yin is the Bodhisattva of Compassion. Her name means ""Hearer of the Cries of the World."" She is the most beloved and revered of the Chinese deities. Kuan Yin is the Divine Mother we all long for: merciful, tender, compassionate, loving, protecting and wise. She quietly comes to the aid of her children everywhere. Her mantra is 'Om Mani Padme Hum' or 'Hail the Jewel (or pearl) in the Lotus.'","KY-ROY-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.2","","995","deny","manual","3","","1","1","","KY-ROY-A1.jpg","","","","KY-ROY-B.jpg","lb","","","",""
"KY-WAV-PL","Kuan Yin Riding The Wave Card","Bodhisattva Kannon Riding The Great Wave Card","KY-WAV-PL","
Greeting Card With Matching Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother, Riding the Waves, Surfing, Ocean, The Sea, Waves.","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.2","","1000","deny","manual","3.5","","1","1","","KY-WAV667.jpg","","","","KY-WAVb668.jpg","lb","","","",""
"KY-WM-PL","Kuan Yin Water & Moon Card","Kuan Yin Water &amp; Moon Card","KY-WM-PL","
Greeting Card With Matching Envelope","Kuan Yin, Guan Yin, Kanon, Gwan Yin, Kuan Shih Yin, Bodhisattva, Goddess of Compassion, Goddess of Mercy, Buddhist Goddess of Compassion, Hearer of Cries, Divine Mother, Jewel in the Lotus, Compassionate Mother, Moon, Water","","Category1","Plain Cards","Category2","Kuan Yin Cards","","","0.1","","973","deny","manual","3.5","","1","1","","KY-WM655.jpg","","","","KY-WMb656.jpg","lb","","","",""
"M-TH-PL","Seeking Shade Card","Mouse Sitting Under a Mushroom","M-TH-PL","
Greeting Card With Matching Envelope","mouse, mushroom, nature, shade, flowers, forest, trees","","Category1","Plain Cards","Category2","Nature Cards","","","","","997","deny","manual","3","","1","1","","M-TH2011.jpg","","","","M-THb202.jpg","lb","","","",""
"LAK-EL-EMB","Goddess Lakshmi Embellished Card","Goddess Lakshmi Embellished Card
Greeting Card, Hand-Embellished With Glitter And Crystals, With Matching Envelope","LAK-EL-EMB","
Hindu Goddess of Love, Beauty, and Prosperity","Goddess Lakshmi, Lakshmi, Goddess of Love, Goddess of Wealth, Goddess of Abundance, Goddess of Beauty, wealth, prosperity, abundance, wealth, Hindu Goddesses, Goddesses, Maha Lakshmi","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.2","","96","deny","manual","8","","1","1","","LAK-EL-EMB860.jpg","","","","LAK-ELb856.jpg","lb","","","",""
"GRAIL-PL","Angels of The Holy Grail Card","Angels of The Holy Grail Card, by Frederick J. Waugh, 1912","GRAIL-PL","
<span class=""smallPrint"">Greeting Card With Matching Envelope</span>","holy grail, the grail, Frederick J. Waugh, angels, quest, knights of the grail, chalice","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","GRAIL885.jpg","","","","GRAILb884.jpg","lb","","","",""
"LAK-EL-PL","Goddess Lakshmi Card","Goddess Lakshmi Card
Greeting Card With Matching Envelope","LAK-EL-PL","
Hindu Goddess of Love, Beauty, and Prosperity","Goddess Lakshmi, Lakshmi, Goddess of Love, Goddess of Wealth, Goddess of Abundance, Goddess of Beauty, wealth, prosperity, abundance, wealth, Hindu Goddesses, Goddesses, Maha Lakshmi","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","97","deny","manual","3.5","","1","1","","LAK-EL774.jpg","","","","LAK-ELb775.jpg","lb","","","",""
"HOST-PL","Angelic Host In Paradise Card","Angelic Host In Paradise Card","HOST-PL","
Greeting Card With Matching Envelope","angelic host, Paradise, Elysium, Nirvana, Heaven, angels","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","998","deny","manual","3.5","","1","1","","HOST882.jpg","","","","HOSTb883.jpg","lb","","","",""
"KOKO-EMB-PR","Kokopelli Embellished Print","Kokopelli, Native American Zuni Figure","KOKO-EMB-PR","
Hand-Embellished Print With Glitter and Cyrstals","Kokopelli, Southwestern Zuni, Healer, Storyteller, Native American Culture, Kokopelli Playing Flute","","Category1","Embellished Prints","Category2","Art Prints","","","","","1000","deny","manual","24","","1","1","","KOKO3861.jpg","","","","","lb","","","",""
"LV-PL","Love Card","Greeting Card With White Envelope","LV-PL","","","","Category1","Plain Cards","Category2","Art Cards","","","0.2","","100","deny","manual","3","","1","1","","LV-A.jpg","","","","LV-B.jpg","lb","","","",""
"MAH-KAL-PL","Maha Kali Card","Maha Kali, Slayer of Time &amp; Death, Destroyer of Illusion, Card","MAH-KAL-PL","
Greeting Card With Matching Envelope","Goddess Kali, death, slayer, time, illusion, Maha Kali, Kali, black kali, Hindu Goddess Kali","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3.5","","1","1","","MAH-KAL978.jpg","","","","MAH-KALb979.jpg","lb","","","",""
"MA-LAK-PL","Maha Lakshmi Card","Hindu Goddess Maha Lakshmi Card","MA-LAK-PL","
Greeting Card With Matching Envelope","Goddess Lakshmi, Lakshmi, Goddess of Love, Wealth, Abundance, and Beauty, Maha Lakshmi, Hinu Goddess","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","92","deny","manual","3.5","","1","1","","MA-LAK028.jpg","","","","MA-LAKb033.jpg","lb","","","",""
"MAR-CR-PL","Mother Mary Card","Mary With Her Rosary Card","MAR-CR-PL","
Greeting Card With Matching Envelope","Mary, Mother Mary, Virgin Mary, Charles Chambers, Mother of God, The Virgin, Immaculate Mary, roasry","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","92","deny","manual","3.5","","1","1","","MAR-CR805.jpg","","","","MAR-CRb804.jpg","lb","","","",""
"MAR-HT-PL","Pink Heart Mary Card","Pink Heart Mary Card By Charles B. Chambers","MAR-HT-PL","
Greeting Card With Matching Envelope","Miraculous Mary, Mary, Mother Mary, Virgin Mary, Charles Chambers, Mother of God, The Virgin, pink heart, heart","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","972","deny","manual","3.5","","1","1","","MAR-HT7891.jpg","","","","MAR-HTb7881.jpg","lb","","","",""
"MAR-HT-1-PL","Mother Mary Card","Hail Mary! Again and again we greet the Mother of God and our Mother sweet. We look on that beautiful, loving face so full of glory, so full of grace. And we sigh for the day when we shall rest in thy tender arms, on thy loving breast. The day when our exile will be past, when thou shalt show us thy Child at last. ~ Cardinal Wiseman
Greeting Card With White Envelope","MAR-HT-1-PL","
 ","","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","85","deny","manual","3.5","","1","1","","MAR-HT789.jpg","","","","MAR-HTb788.jpg","lb","","","",""
"MC-BLU-PL","Mary And Child Card","Madonna And Child Surrounded by Angel Musicians","MC-BLU-PL","
Greeting Card With Matching Envelope","mother mary, mary, mother and child, madonna and child, virgin and child, virgin mary and child, angels, music, angelic musicians, madonna","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","100","deny","manual","3.5","","1","1","","MC-BLU797.jpg","","","","MC-BLUb796.jpg","lb","","","",""
"MC-LIL-PL","Mother Mary Card","Mother and Child With The Lilies Card By Adolphe William Bouguereau","MC-LIL-PL","
Greeting Card With Matching Envelope","Mary and Child, Mother and Child, Mary and Baby Jesus, Madonna and Child, Orthodox Mother and Child, Lilies, Flowers","","Category1","Plain Cards","Category2","Christian Cards","","","0.2","","76","deny","manual","3.5","","1","1","","MC-LIL802.jpg","","","","MC-LILb803.jpg","lb","","","",""
"MA-LV-EMB-PR","Madonna Embellished Print","Madonna Embellished Print by Lorenzo Veneziano, 1357
Custom Print, Hand-Embellished With Glitter and Crystals","MA-LV-EMB-PR","
 ","Mary, Mother Mary, Virgin Mary, Lorenzo Veneziano, Mother of God, The Virgin, Madonna","","Category1","Embellished Prints","Category2","Christian Prints","","","","","1000","deny","manual","24","","1","1","","MA-LV8461.jpg","","","","","lb","","","",""
"META-PL","Archangel Metatron Card","The name Metatron is from the Greek Meta+Tron meaning Beyond+Matrix. Metatron is the highest of the angels and serves as the celestial scribe. He is one of the most important angels in the heavenly hierarchy and transmits the daily orders of God to the angels Gabriel and Sammael. He is a member of a special group that is permitted to look at God&sbquo;&Auml;&ocirc;s countenance - an honor most angels do not share. In the literature, Metatron is often referred to as ""the Prince of the Countenance.""","META-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Angel Cards","","","0.2","","100","deny","manual","3","","1","1","","META-A.jpg","","","","META-B.jpg","lb","","","",""
"MIC-BLK-PL","Archangel Michael Card","Michael, Chief Of The Archangels, Card","MIC-BLK-PL","
Greeting Card With Matching Envelope","Archangel Michael, Michael, Chief of the Archangels, angel of repentance, angel of righteousness, angel of mercy, angel of sanctification, spiritual warrior, who is as God, the prince of light","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","MIC-BLK757.jpg","","","","MIC-BLKb4621.jpg","lb","","","",""
"MIC-MOS-PL","Archangel Michael Card","Archangel Michael Slaying The Dragon Mosaic Card","MIC-MOS-PL","
Greeting Card With Matching Envelope","Archangel Michael, Michael, Chief of the Archangels, angel of repentance, angel of righteousness, angel of mercy, angel of sanctification, spiritual warrior, who is as God, the prince of light, dragon slayer, dragons","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","996","deny","manual","3.5","","1","1","","MIC-MOS765.jpg","","","","MIC-MOSb764.jpg","lb","","","",""
"MIC-VEC-PL","Archangel Michael Card","His name means ""Who is as God."" Michael is the Chief of the Archangels, and is the Angel of Repentance, Righteousness, Mercy and Sanctification. He is also known as ""The Prince of Light,"" a spiritual warrior who wages war against the sons of darkness.","MIC-VEC-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","100","deny","manual","3","","1","1","","MIC-VEC-A.jpg","","","","MIC-VEC-B.jpg","lb","","","",""
"WT-WL-PL","White Tiger And Water Lilies Card","White Tiger In Water, With White Water Lilies Card","WT-WL-PL","
Greeting Card With Matching Envelope","white tigers, water lilies, tigers, flowers, lilies, white water lilies, white lilies, white flowers, white animals","","Category1","Plain Cards","Category2","Nature Cards","","","","","997","deny","manual","3.5","","1","1","","WT-WL353.jpg","","","","WT-WL-B.jpeg","lb","","","",""
"P-DRA-PB-PL","Purple Dragon Card","Purple Dragon by Santa Fe Artist Patti Blair","P-DRA-PB-PL","
Greeting Card With White Envelope","dragons, Patti Blair, purple, colored dragons, mythical creatures","","Category1","Plain Cards","Category2","Art Cards","","","","","1000","deny","manual","3","","1","1","","P-DR-PB.jpg","","","","P-DRA-PB-B.jpg","lb","","","",""
"RAM-SIT-PL","Rama and Sita Card","Greeting Card With White Envelope","RAM-SIT-PL","","","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3","","1","1","","RAM-SIT-A1.jpg","","","","RAM-SIT-B.jpg","lb","","","",""
"RAP-MOS-PL","Archangel Raphael Card","Archangel Raphael Mosaic Card","RAP-MOS-PL","
Greeting Card With Matching Envelope","Raphael, Archangel Raphael, God Heals, Angel of Healing, Angel of Repentance, Angel of Prayer, Angel of Love, Angel of Joy, Angel of Light, Angel Raphael, Healing Angel, Healing Archangel","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","96","deny","manual","3.5","","1","1","","RAPH-MOS761.jpg","","","","RAPH-MOSb760.jpg","lb","","","",""
"RAPH-PL","Archangel Raphael Card","Raphael means ""God Heals."" Archangel Raphael is always enveloped in a beautiful emerald green light. Green is the color of healing. Raphael is above all, the Angel of Healing. But he is also one of the six angels of Repentance, Prayer, Love, Joy and Light. He is said to be both the friendliest and the funniest of the angel flock.","RAPH-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Angel Cards","","","0.1","","100","deny","manual","3","","1","1","","RAPH-A.jpg","","","","RAPH-B.jpg","lb","","","",""
"RS-HL-PL","Rama and Sita Card","Rama, Sita, Hanuman, and Lakshmana","RS-HL-PL","
Greeting Card With White Envelope","Lord Rama, Sita, Hanuman, Lakshmana","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3","","1","1","","RS-HL-A1.jpg","","","","RS-HL-B.jpg","lb","","","",""
"SAR-4-PL","Goddess Saraswati Card","Goddess Saraswati On The Lotus Flower Card","SAR-4-PL","
Greeting Card With Matching Envelope","Saraswati, Hindu Goddess Saraswati, Goddess Saraswati, Hindu Goddess, goddess of learning, goddess of inspiration, mother of creation, mother of all knowledge, goddess of music, goddess of art, goddess of language, goddess of science, goddess of mathematics, lotus, flowers","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","96","deny","manual","3.5","","1","1","","SAR-LOTb035.jpg","","","","SAR-LOTb034.jpg","lb","","","",""
"SAR-BD-PL","Goddess Saraswati Card","Saraswati, Goddess of Creativity, Inspiration, and Music Card","SAR-BD-PL","
Greeting Card With Matching Envelope","Saraswati, Hindu Goddess Saraswati, Goddess Saraswati, Hindu Goddess, goddess of learning, goddess of inspiration, mother of creation, mother of all knowledge, goddess of music, goddess of art, goddess of language, goddess of science, goddess of mathematics","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","994","deny","manual","3.5","","1","1","","SAR-BD977.jpg","","","","SAR-BDb976.jpg","lb","","","",""
"RAMA-PL","Lord Rama Card","Lord Rama, Warrior King, Card","RAMA-PL","
Greeting Card With Matching Envelope","Lord Rama, Rama, king, warrior, Incarnation of Vishnu, Hindu Lord Rama","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","RAMA002.jpg","","","","RAMAb001.jpg","lb","","","",""
"SAV-1-PL","Goddess Savitri Card","Goddess Savitri is a manifestation of Goddess Saraswati, the Hindu deity of learning, music, and the arts. She is the consort of Hindu God Brahma. ""A power dwelt in her soul too  great for earth. A bliss lived in her too large for heaven, light too intense for thought and love too boundless, for earth's emotions lit her skies of mind and  spread though her deep and happy seas of soul. All that is sacred in the world drew near to her divine passivity of mood. A marvelous voice of silence breathed its thoughts. All things in Time and Space she had taken for her. In her they moved, in her they lived and were. The whole wide world clung to her for delight."" ~ Sri Aurobindo","SAV-1-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3","","1","1","","SAV-1-A1.jpg","","","","SAV-1-B.jpg","lb","","","",""
"SAV-2-PL","Goddess Savitri Card","Goddess Savitri is a manifestation of Goddess Saraswati, the Hindu deity of learning, music, and the arts. She is the consort of Hindu God Brahma. ""A power dwelt in her soul too  great for earth. A bliss lived in her too large for heaven, light too intense for thought and love too boundless, for earth's emotions lit her skies of mind and  spread though her deep and happy seas of soul. All that is sacred in the world drew near to her divine passivity of mood. A marvelous voice of silence breathed its thoughts. All things in Time and Space she had taken for her. In her they moved, in her they lived and were. The whole wide world clung to her for delight."" ~ Sri Aurobindo","SAV-2-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3","","1","1","","SAV-2-A1.jpg","","","","SAV-2-B.jpg","lb","","","",""
"SHAK-2-PL","Goddess Shakti Card","Shakti, Divine Feminine Creative Force Card","SHAK-2-PL","
Greeting Card With Matching Envelope","Shakti, divine creatrix, divine creative force, creation, goddesses ","","Category1","Plain Cards","Category2","Art Cards","","","0.2","","987","deny","manual","3.5","","1","1","","SHAK-2740.jpg","","","","SHAK-2b066.jpg","lb","","","",""
"SHAK-3-PL","Goddess Shakti Card","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-3-PL","
Greeting Card With White Envelope","","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","100","deny","manual","3","","1","1","","SHAK-3-A.jpg","","","","SHAK-3-B.jpg","lb","","","",""
